Start time          	End time            	Sensor
2008-03-14 00:39:05	2008-03-14 00:39:09	Hall-Bathroom door
2008-03-14 00:45:13	2008-03-14 00:45:14	Hall-Bedroom door
2008-03-14 00:45:17	2008-03-14 00:46:54	Hall-Bedroom door
2008-03-14 00:45:32	2008-03-14 00:46:49	Hall-Toilet door
2008-03-14 05:29:05	2008-03-14 05:29:06	Hall-Bedroom door
2008-03-14 05:29:10	2008-03-14 05:43:35	Hall-Bedroom door
2008-03-14 05:29:13	2008-03-14 05:29:18	Hall-Bathroom door
2008-03-14 05:34:34	2008-03-14 05:34:35	ToiletFlush
2008-03-14 05:34:41	2008-03-14 05:34:45	Hall-Toilet door
2008-03-14 05:34:49	2008-03-14 05:34:50	Hall-Toilet door
2008-03-14 05:34:56	2008-03-14 05:34:57	ToiletFlush
2008-03-14 05:34:59	2008-03-14 05:35:00	Hall-Bathroom door
2008-03-14 05:35:21	2008-03-14 05:35:22	ToiletFlush
2008-03-14 05:36:05	2008-03-14 05:36:06	ToiletFlush
2008-03-14 05:38:38	2008-03-14 05:38:39	ToiletFlush
2008-03-14 05:39:16	2008-03-14 05:39:19	Hall-Bathroom door
2008-03-14 05:39:21	2008-03-14 05:43:27	Hall-Toilet door
2008-03-14 08:58:44	2008-03-14 08:58:45	Hall-Bedroom door
2008-03-14 08:58:49	2008-03-15 00:00:21	Hall-Bedroom door
2008-03-14 08:59:04	2008-03-14 09:14:10	Hall-Toilet door
2008-03-14 09:12:53	2008-03-14 09:12:57	Hall-Bathroom door
2008-03-14 09:13:55	2008-03-14 09:13:56	ToiletFlush
2008-03-14 09:14:01	2008-03-14 09:14:02	Hall-Bathroom door
2008-03-14 09:14:06	2008-03-14 09:14:07	ToiletFlush
2008-03-14 09:15:03	2008-03-14 09:15:12	Plates cupboard
2008-03-14 09:15:18	2008-03-14 09:15:26	Groceries Cupboard
2008-03-14 09:15:28	2008-03-14 09:15:48	Fridge
2008-03-14 09:18:05	2008-03-14 09:18:10	Plates cupboard
2008-03-14 09:57:21	2008-03-14 09:57:26	Hall-Bathroom door
2008-03-14 09:59:06	2008-03-14 09:59:07	ToiletFlush
2008-03-14 10:00:25	2008-03-14 10:00:28	Hall-Bathroom door
2008-03-14 10:00:30	2008-03-14 10:00:47	Hall-Toilet door
2008-03-14 10:31:18	2008-03-14 10:31:19	Hall-Toilet door
2008-03-14 10:31:23	2008-03-14 10:31:29	Hall-Toilet door
2008-03-14 10:40:42	2008-03-14 10:40:43	Hall-Toilet door
2008-03-14 10:40:47	2008-03-14 17:20:00	Hall-Toilet door
2008-03-14 10:49:25	2008-03-14 10:49:29	Frontdoor
2008-03-14 17:13:24	2008-03-14 17:13:27	Frontdoor
2008-03-14 17:13:55	2008-03-14 17:13:57	Fridge
2008-03-14 17:14:11	2008-03-14 17:14:13	Plates cupboard
2008-03-14 17:14:15	2008-03-14 17:14:17	Microwave
2008-03-14 17:14:23	2008-03-14 17:14:26	Fridge
2008-03-14 17:15:20	2008-03-14 17:15:22	Microwave
2008-03-14 17:20:02	2008-03-14 17:20:06	Hall-Bathroom door
2008-03-14 17:20:40	2008-03-14 17:20:44	Hall-Bathroom door
2008-03-14 17:55:46	2008-03-14 17:55:50	Frontdoor
2008-03-14 22:54:57	2008-03-14 22:55:01	Frontdoor
2008-03-14 22:55:43	2008-03-14 22:55:49	Plates cupboard
2008-03-14 22:55:51	2008-03-14 22:55:54	Fridge
2008-03-14 22:56:02	2008-03-14 22:56:04	Fridge
2008-03-14 22:56:06	2008-03-14 22:56:07	Microwave
2008-03-14 22:57:51	2008-03-14 22:57:54	Microwave
2008-03-14 23:04:25	2008-03-14 23:04:29	Hall-Bathroom door
2008-03-14 23:05:07	2008-03-14 23:05:08	ToiletFlush
2008-03-14 23:05:10	2008-03-14 23:05:13	Hall-Bathroom door
2008-03-14 23:57:17	2008-03-14 23:57:21	Hall-Bathroom door
2008-03-14 23:57:54	2008-03-14 23:57:55	ToiletFlush
2008-03-14 23:57:57	2008-03-14 23:58:05	Hall-Bathroom door
2008-03-14 23:58:01	2008-03-15 04:06:59	Hall-Toilet door
2008-03-15 04:06:49	2008-03-15 04:06:50	Hall-Bedroom door
2008-03-15 04:06:54	2008-03-15 04:07:55	Hall-Bedroom door
2008-03-15 04:07:01	2008-03-15 04:07:02	Hall-Bathroom door
2008-03-15 04:07:48	2008-03-15 04:07:52	Hall-Bathroom door
2008-03-15 08:59:44	2008-03-15 08:59:45	Hall-Bedroom door
2008-03-15 08:59:47	2008-03-15 08:59:48	Hall-Bathroom door
2008-03-15 08:59:50	2008-03-15 09:00:23	Hall-Bathroom door
2008-03-15 08:59:56	2008-03-15 09:00:28	Hall-Bedroom door
2008-03-15 09:00:17	2008-03-15 09:00:18	ToiletFlush
2008-03-15 09:01:27	2008-03-15 09:01:51	Hall-Bedroom door
2008-03-15 09:53:28	2008-03-15 09:53:29	Hall-Bedroom door
2008-03-15 09:53:34	2008-03-16 01:31:37	Hall-Bedroom door
2008-03-15 10:07:09	2008-03-15 10:07:13	Hall-Bathroom door
2008-03-15 10:09:02	2008-03-15 10:09:03	ToiletFlush
2008-03-15 10:09:03	2008-03-15 10:09:04	ToiletFlush
2008-03-15 10:09:05	2008-03-15 10:09:06	Hall-Bathroom door
2008-03-15 10:09:07	2008-03-15 10:09:23	Hall-Toilet door
2008-03-15 10:09:43	2008-03-15 10:09:44	Fridge
2008-03-15 10:09:48	2008-03-15 10:09:58	Fridge
2008-03-15 10:10:01	2008-03-15 10:10:03	Plates cupboard
2008-03-15 10:10:06	2008-03-15 10:10:19	Groceries Cupboard
2008-03-15 10:10:56	2008-03-15 10:10:59	Fridge
2008-03-15 10:40:21	2008-03-15 10:40:25	Hall-Bathroom door
2008-03-15 10:41:08	2008-03-15 10:41:12	Hall-Bathroom door
2008-03-15 12:36:22	2008-03-15 12:36:26	Hall-Bathroom door
2008-03-15 12:37:10	2008-03-15 12:37:13	Hall-Bathroom door
2008-03-15 13:41:37	2008-03-15 13:41:48	Plates cupboard
2008-03-15 13:41:44	2008-03-15 13:41:45	Fridge
2008-03-15 13:41:51	2008-03-15 13:41:53	Microwave
2008-03-15 13:43:07	2008-03-15 13:43:10	Microwave
2008-03-15 13:56:02	2008-03-15 13:56:03	Hall-Bathroom door
2008-03-15 13:56:06	2008-03-15 13:57:01	Hall-Bathroom door
2008-03-15 14:05:03	2008-03-15 14:05:04	Hall-Bathroom door
2008-03-15 14:05:08	2008-03-15 14:08:46	Hall-Bathroom door
2008-03-15 14:30:34	2008-03-15 14:30:38	Hall-Bathroom door
2008-03-15 14:31:51	2008-03-15 14:31:52	ToiletFlush
2008-03-15 14:31:55	2008-03-15 14:31:59	Hall-Bathroom door
2008-03-15 14:31:56	2008-03-15 14:31:57	ToiletFlush
2008-03-15 14:35:11	2008-03-15 14:35:15	Hall-Toilet door
2008-03-15 14:45:07	2008-03-15 14:45:08	Hall-Toilet door
2008-03-15 14:45:11	2008-03-15 19:44:01	Hall-Toilet door
2008-03-15 15:39:31	2008-03-15 15:39:32	Washingmachine
2008-03-15 15:39:37	2008-03-15 15:40:49	Washingmachine
2008-03-15 15:42:02	2008-03-15 15:46:34	Dishwasher
2008-03-15 15:42:13	2008-03-15 15:44:54	Plates cupboard
2008-03-15 15:43:30	2008-03-15 15:43:53	Cups cupboard
2008-03-15 15:44:49	2008-03-15 15:46:31	Cups cupboard
2008-03-15 15:45:27	2008-03-15 15:45:39	Plates cupboard
2008-03-15 15:46:50	2008-03-15 15:46:57	Groceries Cupboard
2008-03-15 16:10:13	2008-03-15 16:12:59	Dishwasher
2008-03-15 18:02:04	2008-03-15 18:02:05	Washingmachine
2008-03-15 18:02:09	2008-03-15 18:04:16	Washingmachine
2008-03-15 18:15:29	2008-03-15 18:15:30	Groceries Cupboard
2008-03-15 18:15:34	2008-03-15 18:15:41	Groceries Cupboard
2008-03-15 18:15:44	2008-03-15 18:16:09	Freezer
2008-03-15 18:16:25	2008-03-15 18:16:27	Microwave
2008-03-15 18:26:06	2008-03-15 18:26:10	Plates cupboard
2008-03-15 18:26:33	2008-03-15 18:27:28	Microwave
2008-03-15 18:38:51	2008-03-15 18:38:52	Microwave
2008-03-15 18:38:56	2008-03-15 18:39:34	Microwave
2008-03-15 18:55:17	2008-03-15 18:55:21	Cups cupboard
2008-03-15 18:55:23	2008-03-15 18:55:30	Fridge
2008-03-15 18:55:42	2008-03-15 18:55:43	Fridge
2008-03-15 19:34:00	2008-03-15 19:34:01	Washingmachine
2008-03-15 19:34:05	2008-03-15 19:34:27	Washingmachine
2008-03-15 19:34:30	2008-03-15 19:34:31	Washingmachine
2008-03-15 19:44:07	2008-03-15 19:44:08	Hall-Bathroom door
2008-03-15 19:44:10	2008-03-15 19:44:11	Hall-Toilet door
2008-03-15 19:44:42	2008-03-15 19:44:43	ToiletFlush
2008-03-15 19:44:46	2008-03-15 19:44:47	ToiletFlush
2008-03-15 19:44:54	2008-03-15 19:44:58	Hall-Bathroom door
2008-03-15 19:45:29	2008-03-15 19:45:33	Frontdoor
2008-03-16 00:28:00	2008-03-16 00:28:04	Frontdoor
2008-03-16 00:31:57	2008-03-16 10:04:13	Groceries Cupboard
2008-03-16 00:32:22	2008-03-16 00:32:24	Microwave
2008-03-16 00:32:36	2008-03-16 00:32:37	Fridge
2008-03-16 00:32:43	2008-03-16 00:32:46	Fridge
2008-03-16 00:36:28	2008-03-16 00:36:31	Plates cupboard
2008-03-16 00:36:43	2008-03-16 00:36:45	Microwave
2008-03-16 01:28:29	2008-03-16 01:28:30	Hall-Toilet door
2008-03-16 01:28:34	2008-03-16 01:30:04	Hall-Toilet door
2008-03-16 01:30:23	2008-03-16 01:30:27	Hall-Toilet door
2008-03-16 01:30:34	2008-03-16 01:30:38	Hall-Bathroom door
2008-03-16 01:30:59	2008-03-16 01:31:00	ToiletFlush
2008-03-16 01:31:02	2008-03-16 01:31:06	Hall-Bathroom door
2008-03-16 09:05:46	2008-03-16 09:05:47	Hall-Bedroom door
2008-03-16 09:05:52	2008-03-16 17:20:39	Hall-Bedroom door
2008-03-16 09:06:34	2008-03-16 09:06:37	Hall-Bathroom door
2008-03-16 09:07:06	2008-03-16 09:07:07	ToiletFlush
2008-03-16 09:07:09	2008-03-16 09:07:10	Hall-Bathroom door
2008-03-16 09:07:12	2008-03-16 09:07:16	Hall-Bathroom door
2008-03-16 09:07:16	2008-03-16 09:07:17	ToiletFlush
2008-03-16 09:20:06	2008-03-16 09:20:10	Hall-Bathroom door
2008-03-16 09:22:33	2008-03-16 09:22:34	ToiletFlush
2008-03-16 09:22:41	2008-03-16 09:22:56	Hall-Bathroom door
2008-03-16 09:22:43	2008-03-16 09:22:44	Hall-Toilet door
2008-03-16 09:22:46	2008-03-16 09:23:08	Hall-Toilet door
2008-03-16 10:04:02	2008-03-16 10:04:03	Plates cupboard
2008-03-16 10:04:06	2008-03-16 10:04:07	Plates cupboard
2008-03-16 10:04:21	2008-03-16 10:04:22	Groceries Cupboard
2008-03-16 10:04:27	2008-03-16 10:04:31	Fridge
2008-03-16 10:04:44	2008-03-16 10:04:46	Fridge
2008-03-16 10:42:13	2008-03-16 10:42:17	Hall-Toilet door
2008-03-16 10:48:12	2008-03-16 10:48:13	Hall-Toilet door
2008-03-16 10:48:17	2008-03-16 12:36:49	Hall-Toilet door
2008-03-16 11:27:53	2008-03-16 11:27:54	Frontdoor
2008-03-16 11:37:16	2008-03-16 11:37:20	Frontdoor
2008-03-16 11:51:01	2008-03-16 11:51:02	Washingmachine
2008-03-16 11:51:06	2008-03-16 11:51:53	Washingmachine
2008-03-16 11:55:27	2008-03-16 11:55:31	Frontdoor
2008-03-16 12:35:57	2008-03-16 12:35:58	Frontdoor
2008-03-16 12:36:02	2008-03-16 12:36:08	Frontdoor
2008-03-16 12:36:47	2008-03-16 12:37:01	Hall-Bathroom door
2008-03-16 12:37:36	2008-03-16 12:37:37	ToiletFlush
2008-03-16 12:37:55	2008-03-16 12:37:58	Hall-Bathroom door
2008-03-16 13:07:53	2008-03-16 13:07:54	Hall-Toilet door
2008-03-16 13:07:58	2008-03-16 13:10:08	Hall-Toilet door
2008-03-16 13:08:24	2008-03-16 13:09:03	Hall-Bathroom door
2008-03-16 13:08:57	2008-03-16 13:08:58	ToiletFlush
2008-03-16 13:11:35	2008-03-16 13:11:53	Hall-Toilet door
2008-03-16 13:14:51	2008-03-16 13:16:04	Hall-Toilet door
2008-03-16 13:16:27	2008-03-16 13:43:52	Hall-Toilet door
2008-03-16 13:43:55	2008-03-16 13:43:56	Hall-Toilet door
2008-03-16 13:54:37	2008-03-16 13:54:38	Fridge
2008-03-16 13:54:42	2008-03-16 13:54:55	Fridge
2008-03-16 13:54:57	2008-03-16 13:55:04	Groceries Cupboard
2008-03-16 13:55:05	2008-03-16 13:55:06	Groceries Cupboard
2008-03-16 13:55:08	2008-03-16 13:55:09	Groceries Cupboard
2008-03-16 13:55:14	2008-03-16 13:55:15	Groceries Cupboard
2008-03-16 13:55:24	2008-03-16 13:55:47	Freezer
2008-03-16 13:55:26	2008-03-16 13:55:27	Groceries Cupboard
2008-03-16 13:55:51	2008-03-16 13:55:52	Groceries Cupboard
2008-03-16 13:56:13	2008-03-16 13:56:38	Plates cupboard
2008-03-16 13:56:28	2008-03-16 13:56:29	Groceries Cupboard
2008-03-16 13:56:38	2008-03-16 13:56:39	Plates cupboard
2008-03-16 13:56:41	2008-03-16 13:56:45	Cups cupboard
2008-03-16 14:00:24	2008-03-16 14:00:26	Fridge
2008-03-16 14:00:29	2008-03-16 14:00:48	Washingmachine
2008-03-16 14:13:21	2008-03-16 14:13:22	Hall-Toilet door
2008-03-16 14:13:26	2008-03-16 15:20:18	Hall-Toilet door
2008-03-16 14:14:09	2008-03-16 14:16:42	Dishwasher
2008-03-16 14:16:54	2008-03-16 14:17:33	Dishwasher
2008-03-16 15:20:15	2008-03-16 15:20:25	Hall-Bathroom door
2008-03-16 15:20:20	2008-03-16 15:20:21	Hall-Toilet door
2008-03-16 15:21:08	2008-03-16 15:21:09	ToiletFlush
2008-03-16 15:21:11	2008-03-16 15:21:15	Hall-Bathroom door
2008-03-16 15:22:59	2008-03-16 15:23:03	Frontdoor
2008-03-16 15:28:38	2008-03-16 15:28:42	Frontdoor
2008-03-16 15:29:48	2008-03-16 15:29:52	Hall-Bathroom door
2008-03-16 15:30:03	2008-03-16 15:30:04	ToiletFlush
2008-03-16 15:30:06	2008-03-16 15:30:09	Hall-Bathroom door
2008-03-16 15:34:08	2008-03-16 15:34:11	Microwave
2008-03-16 15:34:49	2008-03-16 15:34:51	Microwave
2008-03-16 16:03:04	2008-03-16 16:03:05	Hall-Toilet door
2008-03-16 16:03:09	2008-03-16 16:36:37	Hall-Toilet door
2008-03-16 16:03:38	2008-03-16 16:03:50	Freezer
2008-03-16 16:04:08	2008-03-16 16:04:14	Freezer
2008-03-16 16:04:18	2008-03-16 16:04:39	Groceries Cupboard
2008-03-16 16:04:43	2008-03-16 16:04:44	Groceries Cupboard
2008-03-16 16:04:51	2008-03-16 16:04:52	Pans Cupboard
2008-03-16 16:05:04	2008-03-16 16:05:05	Fridge
2008-03-16 16:17:19	2008-03-16 16:17:20	Washingmachine
2008-03-16 16:17:24	2008-03-16 16:17:39	Washingmachine
2008-03-16 16:36:35	2008-03-16 16:36:39	Hall-Bathroom door
2008-03-16 16:37:05	2008-03-16 16:37:06	ToiletFlush
2008-03-16 16:37:11	2008-03-16 16:37:14	Hall-Bathroom door
2008-03-16 17:03:28	2008-03-16 17:03:29	Groceries Cupboard
2008-03-16 17:03:33	2008-03-16 17:06:01	Groceries Cupboard
2008-03-16 17:06:14	2008-03-16 17:10:57	Plates cupboard
2008-03-16 17:12:40	2008-03-16 17:12:47	Groceries Cupboard
2008-03-16 17:12:54	2008-03-16 17:13:21	Freezer
2008-03-16 17:12:57	2008-03-16 17:13:36	Hall-Bathroom door
2008-03-16 17:13:31	2008-03-16 17:13:32	ToiletFlush
2008-03-16 17:17:03	2008-03-16 17:17:08	Freezer
2008-03-16 17:19:11	2008-03-16 17:19:16	Hall-Bathroom door
2008-03-16 17:20:12	2008-03-16 17:20:15	Hall-Bathroom door
2008-03-16 17:23:16	2008-03-16 17:24:17	Hall-Bedroom door
2008-03-16 17:28:31	2008-03-16 22:02:59	Hall-Bedroom door
2008-03-16 17:28:34	2008-03-16 17:28:35	Hall-Toilet door
2008-03-16 17:35:05	2008-03-16 17:35:15	Hall-Bathroom door
2008-03-16 17:35:58	2008-03-16 17:35:59	ToiletFlush
2008-03-16 17:35:59	2008-03-16 17:36:00	Hall-Bathroom door
2008-03-16 17:36:06	2008-03-16 17:36:12	Hall-Bathroom door
2008-03-16 17:36:36	2008-03-16 17:36:41	Hall-Bathroom door
2008-03-16 17:43:58	2008-03-16 17:43:59	Hall-Toilet door
2008-03-16 17:44:03	2008-03-16 17:44:28	Hall-Toilet door
2008-03-16 17:45:49	2008-03-16 17:47:35	Hall-Toilet door
2008-03-16 17:48:19	2008-03-16 17:48:24	Frontdoor
2008-03-16 21:15:13	2008-03-16 21:15:14	Frontdoor
2008-03-16 21:15:18	2008-03-16 21:15:26	Frontdoor
2008-03-16 21:15:27	2008-03-16 21:15:31	Hall-Bathroom door
2008-03-16 21:16:45	2008-03-16 21:16:54	Hall-Bathroom door
2008-03-16 21:17:42	2008-03-16 21:17:43	ToiletFlush
2008-03-16 21:17:58	2008-03-16 21:18:01	Hall-Bathroom door
2008-03-16 21:22:06	2008-03-16 21:22:36	Frontdoor
2008-03-16 21:22:26	2008-03-16 21:22:30	Hall-Bathroom door
2008-03-16 21:37:15	2008-03-16 21:37:20	Frontdoor
2008-03-16 21:38:10	2008-03-16 21:38:13	Hall-Bathroom door
2008-03-16 21:38:55	2008-03-16 21:38:59	Hall-Bathroom door
2008-03-16 21:38:56	2008-03-16 21:38:57	ToiletFlush
2008-03-16 21:46:23	2008-03-16 21:46:24	Cups cupboard
2008-03-16 21:46:28	2008-03-16 21:46:35	Cups cupboard
2008-03-16 21:46:40	2008-03-16 21:46:44	Cups cupboard
2008-03-16 22:00:47	2008-03-16 22:00:48	Hall-Toilet door
2008-03-16 22:00:52	2008-03-16 22:02:09	Hall-Toilet door
2008-03-16 22:02:32	2008-03-16 22:02:34	Hall-Toilet door
2008-03-16 22:03:26	2008-03-16 22:03:38	Hall-Bedroom door
2008-03-16 22:46:49	2008-03-16 22:46:50	Hall-Bedroom door
2008-03-16 22:46:54	2008-03-16 22:48:04	Hall-Bedroom door
2008-03-16 22:47:17	2008-03-16 22:47:20	Hall-Bathroom door
2008-03-16 22:47:53	2008-03-16 22:47:54	ToiletFlush
2008-03-16 22:47:55	2008-03-16 22:47:59	Hall-Bathroom door
2008-03-17 05:44:23	2008-03-17 05:44:24	Hall-Bedroom door
2008-03-17 05:44:28	2008-03-17 05:45:13	Hall-Bedroom door
2008-03-17 05:44:30	2008-03-17 05:44:34	Hall-Bathroom door
2008-03-17 05:45:03	2008-03-17 05:45:04	ToiletFlush
2008-03-17 05:45:06	2008-03-17 05:45:10	Hall-Bathroom door
2008-03-17 08:10:11	2008-03-17 08:10:12	Hall-Bedroom door
2008-03-17 08:10:16	2008-03-18 00:52:14	Hall-Bedroom door
2008-03-17 08:30:09	2008-03-17 08:30:13	Hall-Bathroom door
2008-03-17 08:30:46	2008-03-17 08:30:47	ToiletFlush
2008-03-17 08:31:05	2008-03-17 08:31:07	Hall-Bathroom door
2008-03-17 08:32:00	2008-03-17 08:32:06	Plates cupboard
2008-03-17 08:32:09	2008-03-17 08:32:31	Groceries Cupboard
2008-03-17 08:32:29	2008-03-17 08:32:32	Fridge
2008-03-17 08:32:50	2008-03-17 08:32:54	Fridge
2008-03-17 08:54:15	2008-03-17 08:54:16	Hall-Toilet door
2008-03-17 08:54:20	2008-03-17 08:54:28	Hall-Toilet door
2008-03-17 09:02:25	2008-03-17 09:02:26	Hall-Toilet door
2008-03-17 09:02:30	2008-03-17 09:09:39	Hall-Toilet door
2008-03-17 09:09:34	2008-03-17 09:09:37	Hall-Bathroom door
2008-03-17 09:12:10	2008-03-17 09:12:11	ToiletFlush
2008-03-17 09:13:52	2008-03-17 09:13:53	ToiletFlush
2008-03-17 09:13:55	2008-03-17 09:14:01	Hall-Bathroom door
2008-03-17 09:14:02	2008-03-17 09:14:03	Hall-Bathroom door
2008-03-17 09:14:05	2008-03-17 09:14:06	Hall-Bathroom door
2008-03-17 09:14:11	2008-03-17 09:14:12	Hall-Bathroom door
2008-03-17 09:14:49	2008-03-17 19:13:12	Hall-Toilet door
2008-03-17 09:16:30	2008-03-17 09:16:35	Frontdoor
2008-03-17 19:11:21	2008-03-17 19:11:25	Frontdoor
2008-03-17 19:13:14	2008-03-17 19:13:17	Hall-Bathroom door
2008-03-17 19:13:50	2008-03-17 19:13:54	Hall-Bathroom door
2008-03-17 19:13:51	2008-03-17 19:13:52	ToiletFlush
2008-03-17 19:43:38	2008-03-17 19:43:39	Pans Cupboard
2008-03-17 19:43:42	2008-03-17 19:43:49	Pans Cupboard
2008-03-17 19:43:54	2008-03-17 19:44:14	Dishwasher
2008-03-17 19:49:31	2008-03-17 19:49:35	Pans Cupboard
2008-03-17 19:50:36	2008-03-17 19:50:37	Pans Cupboard
2008-03-17 19:50:58	2008-03-17 19:51:02	Plates cupboard
2008-03-17 19:53:11	2008-03-17 19:53:15	Plates cupboard
2008-03-17 19:53:39	2008-03-17 19:53:42	Cups cupboard
2008-03-17 20:02:42	2008-03-17 20:02:43	Groceries Cupboard
2008-03-17 20:02:47	2008-03-17 20:03:19	Groceries Cupboard
2008-03-17 20:05:00	2008-03-17 20:05:02	Hall-Bathroom door
2008-03-17 20:06:31	2008-03-17 20:06:32	ToiletFlush
2008-03-17 20:06:34	2008-03-17 20:06:37	Hall-Bathroom door
2008-03-17 20:08:24	2008-03-17 20:08:27	Pans Cupboard
2008-03-17 20:08:32	2008-03-17 20:08:33	Pans Cupboard
2008-03-17 20:08:39	2008-03-17 20:08:40	Pans Cupboard
2008-03-17 20:09:01	2008-03-18 08:28:05	Pans Cupboard
2008-03-17 20:12:26	2008-03-17 20:12:28	Plates cupboard
2008-03-17 20:17:08	2008-03-17 20:17:12	Cups cupboard
2008-03-17 20:38:34	2008-03-17 20:38:35	Freezer
2008-03-17 20:38:38	2008-03-17 20:38:45	Freezer
2008-03-17 21:33:38	2008-03-17 21:33:39	Fridge
2008-03-17 21:33:44	2008-03-17 21:33:52	Fridge
2008-03-17 21:33:48	2008-03-17 21:33:49	Cups cupboard
2008-03-17 21:33:51	2008-03-17 21:33:54	Cups cupboard
2008-03-17 22:26:19	2008-03-17 22:26:23	Hall-Bathroom door
2008-03-17 22:27:03	2008-03-17 22:27:04	ToiletFlush
2008-03-17 22:27:05	2008-03-17 22:27:09	Hall-Bathroom door
2008-03-18 00:48:19	2008-03-18 00:48:23	Hall-Bathroom door
2008-03-18 00:49:03	2008-03-18 00:49:08	Hall-Bathroom door
2008-03-18 00:49:04	2008-03-18 00:49:05	ToiletFlush
2008-03-18 00:49:10	2008-03-18 00:49:11	ToiletFlush
2008-03-18 00:49:10	2008-03-18 00:50:31	Hall-Toilet door
2008-03-18 00:52:34	2008-03-18 00:52:54	Hall-Bedroom door
2008-03-18 00:52:57	2008-03-18 00:52:58	Hall-Bedroom door
2008-03-18 06:22:43	2008-03-18 06:22:44	Hall-Bedroom door
2008-03-18 06:22:48	2008-03-18 06:24:03	Hall-Bedroom door
2008-03-18 06:23:18	2008-03-18 06:23:22	Hall-Bathroom door
2008-03-18 06:23:49	2008-03-18 06:23:50	ToiletFlush
2008-03-18 06:23:55	2008-03-18 06:23:56	Hall-Bathroom door
2008-03-18 07:48:23	2008-03-18 07:48:24	Hall-Bedroom door
2008-03-18 07:48:28	2008-03-19 00:43:43	Hall-Bedroom door
2008-03-18 08:15:13	2008-03-18 08:15:17	Hall-Bathroom door
2008-03-18 08:16:24	2008-03-18 08:16:25	ToiletFlush
2008-03-18 08:18:50	2008-03-18 08:18:51	ToiletFlush
2008-03-18 08:18:54	2008-03-18 18:01:06	Hall-Bathroom door
2008-03-18 08:18:55	2008-03-18 08:18:56	ToiletFlush
2008-03-18 08:19:14	2008-03-18 08:19:15	ToiletFlush
2008-03-18 08:19:16	2008-03-18 08:19:17	Hall-Toilet door
2008-03-18 08:20:35	2008-03-18 08:20:40	Plates cupboard
2008-03-18 08:20:42	2008-03-18 08:20:55	Freezer
2008-03-18 08:21:31	2008-03-18 08:21:35	Freezer
2008-03-18 08:21:37	2008-03-18 08:21:39	Microwave
2008-03-18 08:22:45	2008-03-18 08:22:48	Microwave
2008-03-18 08:22:49	2008-03-18 08:22:54	Fridge
2008-03-18 08:23:27	2008-03-18 08:23:29	Fridge
2008-03-18 08:39:43	2008-03-18 08:39:47	Hall-Toilet door
2008-03-18 08:52:21	2008-03-18 08:52:22	Hall-Toilet door
2008-03-18 08:52:25	2008-03-18 18:01:04	Hall-Toilet door
2008-03-18 09:15:17	2008-03-18 09:15:20	Frontdoor
2008-03-18 18:00:11	2008-03-18 18:00:15	Frontdoor
2008-03-18 18:07:18	2008-03-18 18:07:19	ToiletFlush
2008-03-18 18:07:21	2008-03-18 18:07:22	ToiletFlush
2008-03-18 18:08:09	2008-03-18 18:08:11	Hall-Bathroom door
2008-03-18 18:21:40	2008-03-18 18:21:44	Hall-Bathroom door
2008-03-18 18:22:59	2008-03-18 18:23:00	ToiletFlush
2008-03-18 18:23:35	2008-03-18 18:23:39	Hall-Bathroom door
2008-03-18 18:25:11	2008-03-18 18:25:16	Frontdoor
2008-03-18 23:39:18	2008-03-18 23:39:19	Frontdoor
2008-03-18 23:39:24	2008-03-18 23:39:30	Frontdoor
2008-03-19 00:40:35	2008-03-19 00:40:38	Hall-Bathroom door
2008-03-19 00:41:15	2008-03-19 07:51:08	Hall-Bathroom door
2008-03-19 00:42:20	2008-03-19 07:51:06	Hall-Toilet door
2008-03-19 07:50:57	2008-03-19 07:50:58	Hall-Bedroom door
2008-03-19 07:51:02	2008-03-19 07:52:22	Hall-Bedroom door
2008-03-19 07:51:51	2008-03-19 07:51:59	Hall-Bathroom door
2008-03-19 07:51:54	2008-03-19 07:51:55	Hall-Toilet door
2008-03-19 07:51:57	2008-03-19 09:49:34	Hall-Toilet door
2008-03-19 08:43:19	2008-03-19 08:43:20	Hall-Bedroom door
2008-03-19 08:43:24	2008-03-19 21:54:45	Hall-Bedroom door
2008-03-19 09:38:33	2008-03-19 09:38:43	Fridge
2008-03-19 09:38:44	2008-03-19 09:38:45	Groceries Cupboard
2008-03-19 09:38:48	2008-03-19 09:38:55	Freezer
2008-03-19 09:39:00	2008-03-19 09:39:01	Fridge
2008-03-19 09:39:10	2008-03-19 09:39:12	Microwave
2008-03-19 09:39:19	2008-03-19 09:39:24	Freezer
2008-03-19 09:39:24	2008-03-19 09:39:25	Cups cupboard
2008-03-19 09:40:27	2008-03-19 09:40:29	Microwave
2008-03-19 09:48:33	2008-03-19 09:48:37	Hall-Bathroom door
2008-03-19 09:49:01	2008-03-19 09:49:02	ToiletFlush
2008-03-19 09:49:04	2008-03-19 09:49:08	Hall-Bathroom door
2008-03-19 09:49:06	2008-03-19 09:49:07	ToiletFlush
2008-03-19 09:58:54	2008-03-19 09:58:55	Hall-Toilet door
2008-03-19 09:58:59	2008-03-19 17:19:31	Hall-Toilet door
2008-03-19 10:09:11	2008-03-19 10:09:12	Frontdoor
2008-03-19 10:09:16	2008-03-19 10:09:22	Frontdoor
2008-03-19 17:15:12	2008-03-19 17:15:13	Frontdoor
2008-03-19 17:19:55	2008-03-19 17:20:15	Hall-Toilet door
2008-03-19 17:21:57	2008-03-19 21:49:13	Hall-Toilet door
